aa,4.285,2.383,0
aa,4.285,2.384,1
aa,4.97,2.112,2
aa,4.97,2.379,3
aa,7.205,2.644,4
aa,7.205,2.306,5
aa,7.205,2.709,6
aa,7.215,3.44,7
aa,7.404,3.227,8
aa,7.404,3.137,9
aa,7.824,2.788,10
aa,7.824,3.216,11
aa,7.824,3.299,12
aa,7.824,2.809,13
aa,7.824,3.713,14
aa,7.824,2.902,15
aa,7.824,2.998,16
aa,7.824,3.644,17
aa,7.824,3.541,18
aa,7.824,3.415,19
aa,7.824,3.34,20
aa,7.824,3.092,21
aa,7.824,3.285,22
aa,7.824,2.106,23
aa,7.824,2.982,24
aa,7.824,3.415,25
aa,7.824,3.02,26
aa,7.824,2.672,27
aa,7.824,2.556,28
aa,7.824,2.317,29
aa,7.824,3.139,30
aa,7.963,3.086,31
aa,7.963,2.87,32
aa,7.963,2.722,33
aa,7.963,2.627,34
aa,8.655,3.487,35
aa,8.655,3.836,36
aa,8.655,3.509,37
aa,8.655,3.788,38
aa,8.655,4.331,39
aa,8.655,3.266,40
aa,8.655,3.773,41
aa,8.655,3.102,42
aa,8.655,2.682,43
aa,8.655,2.401,44
aa,8.655,3.228,45
aa,8.655,3.176,46
aa,8.655,3.079,47
aa,8.655,3.092,48
aa,8.655,3.492,49
aa,8.655,3.646,50
aa,9.073,3.09,51
aa,9.073,4.192,52
aa,9.073,2.992,53
aa,9.073,3.281,54
aa,9.073,3.033,55
aa,9.073,3.608,56
aa,9.073,2.299,57
aa,9.073,2.625,58
aa,9.073,3.135,59
aa,9.073,3.532,60
aa,9.073,3.45,61
aa,9.188,4.217,62
aa,9.463,3.245,63
aa,9.463,3.042,64
aa,9.463,3.383,65
aa,9.463,3.327,66
aa,9.463,3.665,67
aa,9.463,3.243,68
aa,9.463,4.556,69
aa,9.463,4.259,70
aa,9.463,3.004,71
aa,9.463,2.464,72
aa,9.463,3.321,73
aa,9.463,3.128,74
aa,9.463,2.989,75
aa,9.463,3.234,76
aa,9.463,3.405,77
aa,9.463,3.263,78
aa,9.463,3.014,79
aa,9.463,2.186,80
aa,9.463,3.245,81
aa,9.463,2.994,82
aa,9.463,3.129,83
aa,9.467,3.394,84
aa,9.467,3.045,85
aa,9.467,3.043,86
aa,9.467,2.961,87
aa,9.467,3.409,88
aa,9.467,3.208,89
aa,9.479,3.387,90
aa,9.479,3.732,91
aa,9.479,3.194,92
aa,9.479,3.498,93
aa,9.479,3.524,94
aa,9.479,2.775,95
aa,9.479,3.726,96
aa,9.479,2.512,97
