aa,2.82,2.12,0
aa,3.152,2.196,1
aa,5.087,2.461,2
aa,5.223,2.358,3
aa,5.223,2.431,4
aa,5.512,2.796,5
aa,5.512,2.604,6
aa,5.512,2.482,7
aa,5.512,2.545,8
aa,5.512,2.631,9
aa,5.512,2.586,10
aa,5.512,2.183,11
aa,5.512,2.517,12
aa,5.512,2.108,13
aa,5.512,2.443,14
aa,5.512,2.732,15
aa,5.512,2.332,16
aa,5.512,2.358,17
aa,5.512,2.026,18
aa,5.999,2.648,19
aa,5.999,2.86,20
aa,5.999,2.348,21
aa,5.999,2.595,22
aa,5.999,2.423,23
aa,5.999,2.719,24
aa,5.999,3.115,25
aa,5.999,2.816,26
aa,5.999,2.493,27
aa,5.999,2.563,28
aa,5.999,2.395,29
aa,6.046,2.878,30
aa,6.046,2.539,31
aa,6.046,2.115,32
aa,6.046,3.009,33
aa,6.046,2.545,34
aa,6.046,2.512,35
aa,6.046,2.479,36
aa,6.046,2.096,37
aa,6.046,2.776,38
aa,6.046,2.481,39
aa,6.897,3.17,40
aa,6.897,2.69,41
aa,6.897,2.986,42
aa,6.897,3.178,43
aa,6.897,3.063,44
aa,6.897,3.1,45
aa,6.897,3.169,46
aa,6.897,3.098,47
aa,6.897,2.804,48
aa,6.897,2.483,49
aa,6.897,2.623,50
aa,6.897,2.507,51
aa,6.897,2.563,52
aa,6.897,3.12,53
aa,6.897,2.721,54
aa,6.897,2.806,55
aa,6.897,3.028,56
aa,6.897,3.303,57
aa,6.897,2.52,58
aa,6.897,2.212,59
aa,6.897,2.764,60
aa,6.897,2.806,61
aa,6.897,2.545,62
aa,6.897,2.822,63
aa,6.897,2.609,64
aa,6.897,2.734,65
aa,6.897,2.371,66
aa,6.897,2.497,67
aa,6.897,2.811,68
aa,6.897,2.707,69
aa,6.897,2.66,70
aa,6.897,2.809,71
aa,6.897,2.782,72
aa,6.961,3.267,73
aa,6.961,3.336,74
aa,6.961,3.079,75
aa,6.961,2.854,76
aa,6.961,3.126,77
aa,6.961,2.915,78
aa,6.961,3.04,79
aa,6.961,2.78,80
aa,6.961,2.763,81
aa,6.961,2.651,82
aa,6.961,2.758,83
aa,6.961,2.866,84
aa,7.191,3.123,85
aa,7.358,3.083,86
aa,7.358,2.932,87
aa,7.358,3.31,88
aa,7.358,3.075,89
aa,7.358,2.638,90
aa,7.358,3.154,91
aa,7.358,3.211,92
aa,7.358,2.559,93
aa,7.358,2.921,94
aa,7.358,2.496,95
aa,7.358,2.521,96
aa,7.358,2.356,97
aa,7.358,2.661,98
aa,7.358,2.402,99
ab,4.915,2.23,0
ab,4.928,2.225,1
ab,4.928,2.526,2
ab,5.144,2.499,3
ab,5.144,2.23,4
ab,5.144,2.583,5
ab,5.144,2.114,6
ab,5.144,2.481,7
ab,5.144,2.175,8
ab,5.144,2.317,9
ab,5.144,2.253,10
ab,5.144,2.436,11
ab,5.316,2.288,12
ab,5.316,2.436,13
ab,5.975,2.512,14
ab,5.975,2.439,15
