aa,2.723,2.0,0
aa,7.652,2.832,1
aa,7.652,2.471,2
aa,7.652,2.657,3
aa,9.836,4.574,4
aa,9.836,4.329,5
aa,10.792,4.147,6
aa,10.792,3.999,7
aa,10.792,3.965,8
aa,10.792,5.129,9
aa,10.792,4.206,10
aa,10.792,4.14,11
aa,10.792,3.519,12
aa,10.792,3.31,13
aa,10.792,4.13,14
aa,10.792,4.156,15
aa,10.792,4.883,16
aa,10.792,6.584,17
aa,10.792,4.605,18
aa,10.792,3.222,19
aa,10.792,4.727,20
aa,10.792,4.161,21
aa,10.792,4.377,22
aa,10.792,3.971,23
aa,10.792,4.007,24
aa,10.792,3.74,25
aa,10.792,4.75,26
aa,10.792,4.904,27
aa,10.792,4.191,28
aa,10.792,5.485,29
aa,10.792,4.638,30
aa,10.792,3.841,31
aa,10.792,3.312,32
aa,10.792,3.211,33
aa,10.792,3.031,34
aa,10.792,4.186,35
aa,10.792,6.076,36
aa,10.792,4.778,37
aa,10.792,5.101,38
aa,10.792,4.428,39
aa,10.792,3.539,40
aa,10.792,3.623,41
aa,10.792,2.875,42
aa,10.792,3.629,43
aa,10.792,3.407,44
aa,10.792,5.227,45
aa,10.792,4.498,46
aa,10.792,4.664,47
aa,10.792,4.709,48
aa,10.792,4.284,49
aa,10.792,5.049,50
aa,10.792,5.629,51
aa,10.792,5.905,52
aa,10.792,5.148,53
aa,10.792,3.242,54
aa,10.792,3.828,55
aa,10.792,4.185,56
aa,10.792,2.935,57
aa,10.792,4.349,58
aa,10.792,4.278,59
aa,10.792,4.187,60
aa,10.792,4.712,61
aa,10.792,3.637,62
aa,10.792,4.158,63
aa,10.792,3.867,64
aa,10.792,2.77,65
aa,10.792,3.175,66
aa,10.792,4.374,67
aa,10.792,4.294,68
aa,10.792,4.049,69
aa,10.792,3.4,70
aa,10.818,4.335,71
aa,10.818,4.081,72
aa,10.818,4.398,73
aa,10.818,4.071,74
aa,10.818,3.574,75
aa,10.818,3.347,76
aa,10.818,4.415,77
aa,10.823,3.567,78
aa,10.823,3.04,79
aa,10.823,3.804,80
aa,10.823,2.886,81
aa,10.823,4.333,82
aa,10.823,3.663,83
aa,10.823,3.771,84
aa,10.823,3.559,85
aa,10.823,3.859,86
aa,10.823,4.242,87
aa,10.823,3.166,88
aa,10.823,3.015,89
aa,10.823,2.167,90
aa,10.823,3.388,91
aa,10.823,3.981,92
aa,10.823,4.032,93
aa,10.823,3.925,94
aa,10.823,3.67,95
aa,10.823,4.825,96
aa,10.823,2.664,97
aa,10.823,3.555,98
aa,10.823,3.836,99
ac,4.173,2.249,0
ac,5.655,2.117,1
ac,5.655,2.003,2
ac,5.655,2.315,3
ac,5.655,2.154,4
ac,5.729,2.13,5
ac,5.729,2.077,6
ac,5.729,2.027,7
ac,5.729,2.593,8
ac,8.316,2.779,9
ac,8.316,2.869,10
ac,8.316,2.199,11
ac,8.316,2.165,12
ac,8.316,1.859,13
ac,8.316,2.503,14
ac,8.316,2.148,15
ac,9.867,2.75,16
ac,9.867,2.771,17
ac,9.867,2.781,18
ac,9.867,2.304,19
ac,9.867,2.614,20
ac,9.867,2.379,21
ac,9.867,2.744,22
ac,9.867,2.984,23
ac,9.867,2.503,24
ac,9.867,3.046,25
ac,9.867,2.693,26
ac,9.867,2.959,27
ac,9.867,2.691,28
ac,9.867,2.204,29
ac,9.867,2.311,30
ac,9.867,2.671,31
ac,9.867,2.124,32
ac,9.867,2.701,33
ac,9.867,2.753,34
ac,9.867,2.569,35
ac,9.867,2.4,36
ac,9.867,2.805,37
ac,9.867,2.869,38
ac,9.867,3.476,39
ac,9.867,2.262,40
ac,9.867,2.512,41
ac,9.867,2.969,42
ac,9.867,2.775,43
ac,9.867,2.456,44
ac,9.867,2.732,45
ac,9.867,2.748,46
ac,9.867,2.918,47
ac,9.867,2.749,48
ac,9.867,2.893,49
ac,9.867,2.792,50
ac,9.867,2.968,51
ac,9.867,2.957,52
ac,9.867,2.394,53
ac,9.867,2.695,54
ac,9.867,2.327,55
ac,9.867,2.495,56
ac,9.867,2.935,57
ac,9.867,2.384,58
ac,9.867,2.576,59
ac,9.867,2.53,60
ac,9.867,3.074,61
ac,9.867,2.652,62
ac,9.867,3.056,63
ac,9.867,3.05,64
ac,9.867,2.562,65
ac,9.867,2.718,66
ac,9.867,2.368,67
ac,9.867,2.002,68
ac,9.867,2.251,69
ac,9.867,2.176,70
ac,9.867,2.303,71
ac,9.867,2.377,72
ac,9.867,2.47,73
ac,9.867,2.279,74
ac,9.867,2.431,75
ac,9.867,2.597,76
ac,9.867,2.338,77
ac,9.867,2.632,78
ac,9.867,2.339,79
ac,9.867,2.362,80
ac,9.867,2.328,81
ac,9.867,2.941,82
ac,9.867,2.654,83
ac,9.867,2.271,84
ac,9.867,2.619,85
ac,9.867,2.566,86
ac,9.867,2.539,87
ac,9.867,3.287,88
ac,9.867,2.703,89
ac,9.867,2.644,90
ac,9.867,2.497,91
ac,9.867,2.789,92
ac,9.867,2.664,93
ac,9.867,2.412,94
ac,9.867,2.333,95
ac,9.867,2.412,96
ac,9.867,2.414,97
ac,9.867,2.612,98
ac,9.867,3.226,99
ad,2.683,2.137,0
ad,3.33,1.787,1
ad,3.33,1.772,2
ad,3.33,2.053,3
ad,3.33,1.595,4
ad,3.498,2.216,5
ad,3.498,1.91,6
ad,4.091,1.917,7
ad,4.091,2.056,8
ad,4.091,1.915,9
ad,4.091,1.89,10
ad,4.091,1.488,11
ad,4.091,2.063,12
ad,4.091,2.231,13
ad,4.33,2.276,14
ad,4.33,1.689,15
ad,4.33,2.24,16
ad,6.517,2.135,17
ad,6.517,2.132,18
ad,6.517,2.045,19
ad,6.517,1.769,20
ad,6.517,2.309,21
ad,6.517,2.123,22
ad,6.517,1.956,23
ad,6.517,2.112,24
ad,6.517,2.261,25
ad,6.517,2.399,26
ad,6.517,1.941,27
ad,6.517,2.168,28
ad,6.517,2.206,29
ad,6.517,2.316,30
ad,6.517,2.19,31
ad,6.517,1.782,32
ad,6.517,2.073,33
ad,6.517,2.427,34
ad,6.517,2.588,35
ad,6.517,2.064,36
ad,6.517,2.322,37
ad,6.517,2.403,38
ad,6.517,1.909,39
ad,6.517,2.071,40
ad,6.517,2.552,41
ad,6.517,2.506,42
ad,6.517,2.063,43
ad,6.517,1.95,44
ad,6.517,1.972,45
ad,6.565,2.154,46
ad,6.565,2.105,47
ad,6.565,2.599,48
ad,6.565,2.368,49
ad,6.565,2.741,50
ad,6.565,2.338,51
ad,6.565,1.904,52
ad,6.565,2.555,53
ad,6.565,2.381,54
ad,7.559,2.464,55
ad,7.972,2.833,56
ad,7.972,2.391,57
ad,8.183,2.742,58
ad,8.183,2.161,59
ad,8.183,2.243,60
ad,8.183,2.18,61
ad,8.183,2.436,62
ad,8.183,1.809,63
ad,8.183,2.368,64
ad,8.183,2.176,65
ad,8.183,2.104,66
ad,8.183,2.578,67
ad,8.183,2.168,68
ad,8.183,2.334,69
ad,8.183,2.049,70
ad,8.183,2.098,71
ad,8.183,2.782,72
ad,8.183,2.053,73
ad,8.183,2.266,74
ad,8.183,2.051,75
ad,8.183,2.018,76
ad,8.75,2.665,77
ad,8.75,2.765,78
ad,8.75,2.108,79
ad,8.75,2.303,80
ad,8.75,2.03,81
ad,8.75,2.464,82
ad,8.75,1.997,83
ad,8.75,1.898,84
ad,8.75,1.851,85
ad,8.75,1.999,86
ad,8.75,1.751,87
ad,8.75,2.164,88
ad,8.75,2.52,89
ad,8.75,2.305,90
ad,8.938,2.397,91
ad,8.938,2.664,92
ad,8.938,2.112,93
ad,8.938,2.803,94
ad,8.938,2.588,95
ad,8.938,2.131,96
ad,8.938,2.965,97
ad,8.938,2.424,98
ad,8.938,2.168,99
ae,2.595,1.994,0
ae,3.188,1.824,1
ae,3.188,1.904,2
ae,3.188,1.804,3
ae,3.188,1.655,4
ae,3.26,1.357,5
ae,3.26,1.589,6
ae,4.195,1.734,7
ae,5.574,2.045,8
ae,6.28,2.4,9
ae,6.28,2.195,10
ae,6.28,1.773,11
ae,6.28,1.917,12
ae,6.28,2.439,13
ae,6.28,1.958,14
ae,6.28,2.219,15
ae,6.28,2.327,16
ae,6.28,2.308,17
ae,6.28,1.939,18
ae,6.28,1.597,19
ae,6.28,1.828,20
ae,8.141,2.263,21
ae,8.141,1.868,22
ae,8.141,2.022,23
ae,8.141,2.084,24
ae,8.141,2.143,25
ae,8.141,1.734,26
ae,8.141,2.026,27
ae,8.141,1.681,28
ae,8.999,2.251,29
ae,8.999,2.095,30
ae,8.999,1.779,31
ae,8.999,1.917,32
ae,8.999,1.905,33
ae,8.999,2.123,34
ae,8.999,1.906,35
